2026-02-04T18:41:43.536969Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ where patient0_.voided=0
2026-02-04T18:41:43.568777Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.568842Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.568898Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.568964Z	  497 Query	commit
2026-02-04T18:41:43.569078Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.569137Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.569543Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.569605Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.569663Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.569877Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.gender='M'
2026-02-04T18:41:43.576074Z	  497 Query	commit
2026-02-04T18:41:43.576491Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.576656Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.588140Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.588293Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.588395Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.588554Z	  497 Query	commit
2026-02-04T18:41:43.588827Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.588895Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.589076Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.589137Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.589191Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.589771Z	  497 Query	commit
2026-02-04T18:41:43.589960Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.590042Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.590148Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.590216Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.590274Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.590346Z	  501 Query	commit
2026-02-04T18:41:43.590463Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.590520Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.590937Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.591017Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.591081Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.591149Z	  501 Query	commit
2026-02-04T18:41:43.591271Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.591331Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.591464Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.591524Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.591579Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.626944Z	  501 Query	commit
2026-02-04T18:41:43.627261Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.627344Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.627459Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.627523Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.627582Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.627658Z	  501 Query	commit
2026-02-04T18:41:43.627781Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.627843Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.628071Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.628153Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.628223Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.628290Z	  501 Query	commit
2026-02-04T18:41:43.628423Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.628513Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.628678Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.628759Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.628847Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.652211Z	  501 Query	commit
2026-02-04T18:41:43.652890Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.653052Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.653223Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.653306Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.653378Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.653479Z	  501 Query	commit
2026-02-04T18:41:43.653638Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.653720Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.656863Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.657015Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.657125Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.657252Z	  501 Query	commit
2026-02-04T18:41:43.657508Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.657626Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.657851Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.657953Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.658031Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.661807Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2025-01-31 23:59:59.999' and patient0_1_.birthdate>'2011-01-31 00:00:00'
2026-02-04T18:41:43.662750Z	  501 Query	commit
2026-02-04T18:41:43.663008Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.663100Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.663449Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.663534Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.663593Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.666453Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.666933Z	  501 Query	commit
2026-02-04T18:41:43.667219Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.667302Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.668839Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.668999Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.669117Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.669253Z	  501 Query	commit
2026-02-04T18:41:43.669413Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.669480Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.669628Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.669687Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.669740Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.670235Z	  501 Query	commit
2026-02-04T18:41:43.670365Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.670455Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.670599Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.670711Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.670778Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.670872Z	  497 Query	commit
2026-02-04T18:41:43.671022Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.671096Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.671550Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.671611Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.671666Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.671730Z	  497 Query	commit
2026-02-04T18:41:43.671871Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.671940Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.672128Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.672192Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.672247Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.675443Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2025-01-31 23:59:59.999' and patient0_1_.birthdate>'2021-01-31 00:00:00'
2026-02-04T18:41:43.676004Z	  497 Query	commit
2026-02-04T18:41:43.676287Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.676402Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.676611Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.676692Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.676758Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.679524Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.680016Z	  497 Query	commit
2026-02-04T18:41:43.680290Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.680384Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.681284Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.681380Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.681493Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.681623Z	  497 Query	commit
2026-02-04T18:41:43.681800Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.681908Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.682085Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.682160Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.682238Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.685245Z	  497 Query	commit
2026-02-04T18:41:43.685458Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.685550Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.685666Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.685744Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.685818Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.685891Z	  501 Query	commit
2026-02-04T18:41:43.686026Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.686086Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.686528Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.686591Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.686648Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.686713Z	  501 Query	commit
2026-02-04T18:41:43.686831Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.686896Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.687048Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.687128Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.687185Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.690462Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2025-01-31 23:59:59.999' and patient0_1_.birthdate>'2025-12-01 00:00:00'
2026-02-04T18:41:43.690943Z	  501 Query	commit
2026-02-04T18:41:43.691250Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.691354Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.691569Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.691645Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.691703Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.695081Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.695554Z	  501 Query	commit
2026-02-04T18:41:43.695889Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.696008Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.697085Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.697174Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.697232Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.697308Z	  501 Query	commit
2026-02-04T18:41:43.697453Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.697510Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.697643Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.697707Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.697769Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.708992Z	  501 Query	commit
2026-02-04T18:41:43.709211Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.709322Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.709494Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.709597Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.709661Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.709734Z	  497 Query	commit
2026-02-04T18:41:43.709873Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.709934Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.710409Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.710494Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.710573Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.710641Z	  497 Query	commit
2026-02-04T18:41:43.710762Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.710822Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.710977Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.711038Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.711095Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.714053Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2025-01-31 23:59:59.999' and patient0_1_.birthdate>'2016-01-31 00:00:00'
2026-02-04T18:41:43.714733Z	  497 Query	commit
2026-02-04T18:41:43.714981Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.715062Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.715317Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.715382Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.715440Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.718303Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.718769Z	  497 Query	commit
2026-02-04T18:41:43.719028Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.719101Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.720207Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.720313Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.720399Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.720512Z	  497 Query	commit
2026-02-04T18:41:43.720701Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.720790Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.720993Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.721073Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.721134Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.721643Z	  497 Query	commit
2026-02-04T18:41:43.721778Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.721839Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.721930Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.721996Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.722052Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.722120Z	  501 Query	commit
2026-02-04T18:41:43.722233Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.722292Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.722708Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.722774Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.722831Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.722897Z	  501 Query	commit
2026-02-04T18:41:43.723015Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.723074Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.723221Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.723282Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.723338Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.726215Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2025-01-31 23:59:59.999' and patient0_1_.birthdate>'2021-01-31 00:00:00'
2026-02-04T18:41:43.726732Z	  501 Query	commit
2026-02-04T18:41:43.726969Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.727074Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.727271Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.727335Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.727393Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.730160Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.730623Z	  501 Query	commit
2026-02-04T18:41:43.730875Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.730981Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.731834Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.731921Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.731988Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.732068Z	  501 Query	commit
2026-02-04T18:41:43.732214Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.732276Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.732409Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.732467Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.732520Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.743806Z	  501 Query	commit
2026-02-04T18:41:43.744017Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.744104Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.744225Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.744317Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.744389Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.744487Z	  497 Query	commit
2026-02-04T18:41:43.744620Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.744686Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.746158Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.746257Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.746350Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.746453Z	  497 Query	commit
2026-02-04T18:41:43.746619Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.746675Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.746832Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.746924Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.746991Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.750043Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2025-01-31 23:59:59.999' and patient0_1_.birthdate>'2016-01-31 00:00:00'
2026-02-04T18:41:43.750710Z	  497 Query	commit
2026-02-04T18:41:43.750966Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.751058Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.751309Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.751394Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.751460Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.754255Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.754712Z	  497 Query	commit
2026-02-04T18:41:43.754949Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.755030Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.756145Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.756235Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.756303Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.756398Z	  497 Query	commit
2026-02-04T18:41:43.756560Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.756623Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.756765Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.756827Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.756886Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.757414Z	  497 Query	commit
2026-02-04T18:41:43.757547Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.757610Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.757726Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.757819Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.757891Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.757964Z	  501 Query	commit
2026-02-04T18:41:43.758085Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.758174Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.758628Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.758697Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.758757Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.758825Z	  501 Query	commit
2026-02-04T18:41:43.758951Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.759011Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.759165Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.759246Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.759305Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.762437Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2016-01-31 23:59:59.999' and patient0_1_.birthdate>'2011-01-31 00:00:00'
2026-02-04T18:41:43.763104Z	  501 Query	commit
2026-02-04T18:41:43.763344Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.763418Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.763656Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.763722Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.763815Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.766808Z	  501 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and (patient0_1_.birthdate is null)
2026-02-04T18:41:43.767295Z	  501 Query	commit
2026-02-04T18:41:43.767535Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.767632Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.768801Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.768903Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.768973Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.769065Z	  501 Query	commit
2026-02-04T18:41:43.769232Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.769295Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.769445Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.769515Z	  501 Query	set session transaction read only
2026-02-04T18:41:43.769575Z	  501 Query	SET autocommit=0
2026-02-04T18:41:43.770117Z	  501 Query	commit
2026-02-04T18:41:43.770306Z	  501 Query	set session transaction read write
2026-02-04T18:41:43.770377Z	  501 Query	SET autocommit=1
2026-02-04T18:41:43.770509Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.770594Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.770657Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.770731Z	  497 Query	commit
2026-02-04T18:41:43.770872Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.770935Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.771925Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.772067Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.772182Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.772318Z	  497 Query	commit
2026-02-04T18:41:43.772557Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.772671Z	  497 Query	SET autocommit=1
2026-02-04T18:41:43.772927Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.773037Z	  497 Query	set session transaction read only
2026-02-04T18:41:43.773130Z	  497 Query	SET autocommit=0
2026-02-04T18:41:43.778077Z	  497 Query	select patient0_.patient_id as col_0_0_ from patient patient0_ inner join person patient0_1_ on patient0_.patient_id=patient0_1_.person_id where patient0_.voided=0 and patient0_1_.birthdate<='2016-01-31 23:59:59.999' and patient0_1_.birthdate>'2006-01-31 00:00:00'
2026-02-04T18:41:43.779305Z	  497 Query	commit
2026-02-04T18:41:43.779645Z	  497 Query	set session transaction read write
2026-02-04T18:41:43.779761Z	  497 Query	SET autocommit=1
